Event ID,LGA,Customers Interrupted,Ave Dur. (min),Reason
1718129,LAKE MACQUARIE,64,348,Equipment fault
1723256,MAITLAND,933,253.0846731,Environmental
1723322,NEWCASTLE,141,140,Operating fault
1725923,HORNSBY,72,20,Environmental
1729105,HORNSBY,1021,55,Environmental
1746695,LAKE MACQUARIE,1336,114.54858,Environmental
1751667,SUTHERLAND,694,213.1945245,Cable dig
1757175,DRUMMOYNE,74,22.05,Environmental
1761927,RANDWICK,71,45,Equipment fault
1693215,NEWCASTLE,79,718,Equipment fault
1698143,WOOLLAHRA,83,130.25,Equipment fault
1708330,WARRINGAH,120,237.7025,Environmental
1674922,MANLY,2467,63,Environmental
1658985,LEICHHARDT,65,30,Environmental
1662801,PORT STEPHENS,69,314,Equipment fault
1663417,RANDWICK,69,151.0425121,Equipment fault
1663745,MAITLAND,1450,30.29201102,Environmental
1667667,SOUTH SYDNEY,53,101.2666667,Equipment fault
1668664,GOSFORD,267,91.22222222,Environmental
1628945,SOUTH SYDNEY,141,160.2666667,Environmental
1630692,BOTANY,2462,62.55564582,Equipment fault
1633670,GOSFORD,2044,58.18533007,Environmental
1636076,GOSFORD,1523,151.7406435,Equipment fault
1638859,HORNSBY,1038,597.8506744,Environmental
1640928,STRATHFIELD,53,165.5333333,Environmental
1644937,SUTHERLAND,2089,66.22955524,Equipment fault
1649787,PITTWATER,68,161,Environmental
1650369,SINGLETON,140,405.2857143,Environmental
1651062,RYDE,418,123.7822967,Equipment fault
1652100,NEWCASTLE,90,47.36666667,Environmental
1591276,LANE COVE,128,136,Equipment fault
1595932,NORTH SYDNEY,92,55.13333333,Equipment fault
1600555,HORNSBY,52,50,Environmental
1601941,ROCKDALE,75,75.11666667,Equipment fault
1603220,BANKSTOWN,76,464.9596491,Equipment fault
1607375,HORNSBY,372,133.1908602,Environmental
1614888,LEICHHARDT,129,33,Environmental
1615692,MARRICKVILLE,65,69.23333333,Environmental
1617614,CANTERBURY,175,380.2,Third party
1537986,GOSFORD,90,106,Equipment fault
1550010,CANTERBURY,602,70.31229236,Equipment fault
1550304,KU-RING-GAI,53,72.86666667,Environmental
1557793,NORTH SYDNEY,77,112.8792208,Equipment fault
1558146,SOUTH SYDNEY,78,220,Cable dig
1561870,HORNSBY,1957,19,Operating fault
1517429,PORT STEPHENS,56,292,Equipment fault
1520503,LAKE MACQUARIE,888,96.19955157,Third party
1521130,BANKSTOWN,999,132.815,Equipment fault
1521876,WYONG,957,42.21666667,Environmental
1523759,WAVERLEY,208,172,Equipment fault
1526396,NEWCASTLE,993,35.2709376,Third party
1531296,BANKSTOWN,2006,177.7706468,Equipment fault
1531628,SUTHERLAND,2167,64.23974182,Lightning
1535283,CESSNOCK,416,36,Environmental
1537492,MOSMAN,97,205.6056701,Equipment fault
1495466,GOSFORD,5505,219,Equipment fault
1497103,ROCKDALE,61,189,Third party
1500518,CANTERBURY,922,117,Equipment fault
1507253,NEWCASTLE,55,111,Equipment fault
1509355,GOSFORD,76,36.56666667,Equipment fault
1510995,HORNSBY,505,68.65,Environmental
1513257,MOSMAN,3909,116.1975529,Cable dig
1513840,CESSNOCK,131,67,Equipment fault
1474563,MARRICKVILLE,55,365.3,Equipment fault
1479002,ROCKDALE,54,104,Equipment fault
1452438,SINGLETON,60,272.85,Equipment fault
1452657,SOUTH SYDNEY,87,199,Environmental
1453631,WYONG,102,289.2941176,Environmental
1454868,ROCKDALE,1111,43.77538185,Environmental
1468751,KU-RING-GAI,1089,93,Environmental
1441271,SYDNEY,1675,86.66208955,Equipment fault
1444664,WOOLLAHRA,2089,129.5712237,Equipment fault
1409494,MARRICKVILLE,2024,67.18123457,Equipment fault
1414345,SOUTH SYDNEY,69,162,Environmental
1420064,KU-RING-GAI,71,188.0993056,Environmental
1423517,HORNSBY,137,786.3990268,Equipment fault
1615678,WARRINGAH,96,135.3333333,Environmental
1619248,MAITLAND,131,15.38167939,Environmental
1619389,PORT STEPHENS,1430,212.5314685,Environmental
1563896,NEWCASTLE,55,47,Equipment fault
1565043,WARRINGAH,67,128.5166667,Environmental
1565170,MUSWELLBROOK,345,38.93623188,Environmental
1566713,NEWCASTLE,63,328,Equipment fault
1573609,WYONG,291,154,Equipment fault
1579202,SINGLETON,195,36.31632653,Equipment fault
1579557,ROCKDALE,1345,134.3011152,Equipment fault
1538227,NEWCASTLE,125,168.1,Equipment fault
1539389,GOSFORD,379,223.4605263,Equipment fault
1540562,KU-RING-GAI,1520,82.14671053,Environmental
1541508,CESSNOCK,183,218.1666667,Environmental
1546479,RANDWICK,2045,87.64809384,Equipment fault
1550298,WYONG,70,147.084507,Environmental
1556101,SOUTH SYDNEY,145,200.1,Environmental
1558404,KU-RING-GAI,984,82,Environmental
1558985,NEWCASTLE,143,34.76666667,Environmental
1559611,BANKSTOWN,1449,43,Environmental
1561233,SINGLETON,58,115.6206897,Equipment fault
1561648,LAKE MACQUARIE,696,129.6034483,Vandalism
1521225,ASHFIELD,1723,131.0174115,Equipment fault
1531196,NEWCASTLE,381,40.4921466,Equipment fault
1532991,LEICHHARDT,67,98.50373134,Equipment fault
1533004,RANDWICK,2728,82.35923754,Equipment fault
1534539,RYDE,52,78,Equipment fault
1534834,LAKE MACQUARIE,516,276.748062,Environmental
1535275,KU-RING-GAI,1331,111.5461365,Lightning
1494807,ROCKDALE,76,134.1833333,Equipment fault
1641637,RYDE,72,331.8833333,Equipment fault
1642239,SOUTH SYDNEY,3285,60,Equipment fault
1642382,HORNSBY,373,234.7453083,Environmental
1642710,CESSNOCK,1041,73.52737752,Third party
1642731,KU-RING-GAI,918,141,Equipment fault
1646181,SUTHERLAND,62,383.3768817,Environmental
1647216,MANLY,1382,71.28364689,Environmental
1648570,LAKE MACQUARIE,158,207.056962,Environmental
1651077,CESSNOCK,95,416,Environmental
1650389,GOSFORD,608,152.3009868,Environmental
1650453,CESSNOCK,280,778.3202847,Equipment fault
1581523,MAITLAND,1173,68.14455782,Environmental
1581530,HORNSBY,60,115.1562842,Equipment fault
1582038,KU-RING-GAI,63,487,Environmental
1584652,WOOLLAHRA,92,440,Environmental
1584993,CESSNOCK,1868,72.73237179,Equipment fault
1585347,MOSMAN,51,1433.3,Equipment fault
1589965,HURSTVILLE,67,51.33333333,Environmental
1590018,GOSFORD,98,125.0612245,Environmental
1594841,WAVERLEY,79,132.75,Third party
1595259,NEWCASTLE,159,206,Third party
1595891,MUSWELLBROOK,242,168.4335938,Environmental
1596956,MAITLAND,896,152.3191964,Equipment fault
1597006,ROCKDALE,74,88.8,Environmental
1598417,CONCORD,96,163.6388889,Equipment fault
1598617,KU-RING-GAI,92,93,Environmental
1599384,MARRICKVILLE,57,201.0175439,Third party
1600833,PITTWATER,55,285,Environmental
1602752,LAKE MACQUARIE,1512,64.96765677,Equipment fault
1603138,WOOLLAHRA,145,193.0166667,Environmental
1603221,SUTHERLAND,513,107.9668616,Environmental
1605541,SUTHERLAND,68,439.0147059,Environmental
1606993,GOSFORD,2114,60.678487,Equipment fault
1607432,BOTANY,4619,55.58556612,Equipment fault
1609125,LEICHHARDT,9329,27.94590252,Equipment fault
1609636,MUSWELLBROOK,144,140.8413793,Environmental
1610026,ROCKDALE,65,84.1,Environmental
1610190,WARRINGAH,72,589.749537,Equipment fault
1611373,KU-RING-GAI,1222,51,Equipment fault
1611547,WOOLLAHRA,73,194,Environmental
1615062,KU-RING-GAI,58,45,Environmental
1613506,HUNTERS HILL,1227,100.9861676,Equipment fault
1613773,BANKSTOWN,1617,69.87012987,Third party
1613929,GOSFORD,1090,50.62110092,Environmental
1616577,LEICHHARDT,80,413.0666667,Equipment fault
1617497,SOUTH SYDNEY,1419,19.89655172,Equipment fault
1618150,WYONG,708,56,Equipment fault
1625848,SUTHERLAND,51,119,Equipment fault
1626164,NEWCASTLE,106,142.6666667,Environmental
1562570,GOSFORD,1800,139.5904551,Equipment fault
1564420,STRATHFIELD,52,103,Third party
1567546,NEWCASTLE,88,223.7,Environmental
1576222,PITTWATER,67,1405.616667,Equipment fault
1576274,LAKE MACQUARIE,280,291.4199288,Equipment fault
1577593,RYDE,63,897.0833333,Environmental
1578139,WILLOUGHBY,58,239,Environmental
1578242,WOOLLAHRA,66,124.1166667,Environmental
1578278,WOOLLAHRA,66,1138.5,Equipment fault
1537680,MUSWELLBROOK,193,145.8290155,Equipment fault
1539001,PITTWATER,939,95,Operating fault
1539236,NEWCASTLE,85,252.8333333,Equipment fault
1539326,CANTERBURY,72,442,Environmental
1540563,MERRIWA,125,65,Environmental
1541531,RANDWICK,3000,68.37283622,Equipment fault
1542233,WYONG,60,485,Environmental
1542688,KU-RING-GAI,78,212.0666667,Equipment fault
1545708,HORNSBY,71,384,Equipment fault
1545903,SCONE,54,90.31481481,Equipment fault
1551308,HURSTVILLE,51,334,Equipment fault
1551837,GOSFORD,2365,122.3254438,Third party
1554973,MUSWELLBROOK,55,415.5454545,Equipment fault
1558611,SYDNEY,141,120,Environmental
1558861,NORTH SYDNEY,525,85.52851711,Equipment fault
1560077,PORT STEPHENS,238,212.7226891,Environmental
1561061,RYDE,65,173.2833333,Equipment fault
1561652,GOSFORD,51,78,Equipment fault
1562036,HORNSBY,1312,125.9108911,Third party
1516315,WAVERLEY,2187,11,Environmental
1516549,GOSFORD,51,30,Equipment fault
1519291,PORT STEPHENS,122,48,Equipment fault
1521838,MUSWELLBROOK,145,173.8561644,Equipment fault
1522473,SUTHERLAND,53,182,Environmental
1522520,SOUTH SYDNEY,868,130.8457998,Equipment fault
1524548,SUTHERLAND,1150,59,Environmental
1526318,WARRINGAH,2257,127.1558902,Environmental
1528202,WILLOUGHBY,57,15,Equipment fault
1530924,GOSFORD,88,74,Environmental
1532944,MUSWELLBROOK,606,26.3,Equipment fault
1533255,AUBURN,131,92.73282443,Equipment fault
1533382,SYDNEY,170,57.51764706,Equipment fault
1534249,WARRINGAH,96,70.27083333,Lightning
1534247,KU-RING-GAI,1477,134.8077183,Equipment fault
1534256,WYONG,79,132,Lightning
1536478,WARRINGAH,89,73,Equipment fault
1537097,MID-WESTERN REG,205,180,Environmental
1537110,HORNSBY,1225,117.8089796,Environmental
1537410,MAITLAND,455,395.7439825,Environmental
1494665,PITTWATER,95,34.61052632,Equipment fault
1499140,MARRICKVILLE,230,136,Equipment fault
1500618,SOUTH SYDNEY,92,147,Third party
1501863,LAKE MACQUARIE,53,80,Equipment fault
1504591,WILLOUGHBY,234,15,Environmental
1506354,GOSFORD,656,46,Environmental
1514590,GOSFORD,2027,79.43293886,Environmental
1475016,GOSFORD,1022,108.0136852,Environmental
1476057,BANKSTOWN,73,126.3333333,Equipment fault
1476106,DRUMMOYNE,68,611.0166667,Customer installation
1476250,WYONG,68,130.2647059,Environmental
1485547,GOSFORD,1954,91.8915601,Equipment fault
1489372,WYONG,1114,74,Equipment fault
1490309,HORNSBY,71,52.98333333,Environmental
1491137,SCONE,272,60,Environmental
1448507,CESSNOCK,145,151.5448276,Environmental
1448609,WOOLLAHRA,78,279,Environmental
1448973,WARRINGAH,1907,88.89947644,Equipment fault
1450077,NORTH SYDNEY,28270,1.404878907,Environmental
1451304,HORNSBY,2985,94.03911735,Equipment fault
1453877,BANKSTOWN,59,328,Equipment fault
1453949,HUNTERS HILL,198,180.4020101,Equipment fault
1454671,MOSMAN,1190,79.12436975,Equipment fault
1455618,LAKE MACQUARIE,863,143.6354167,Equipment fault
1455824,CONCORD,154,1026,Equipment fault
1455942,BANKSTOWN,53,884.5666667,Equipment fault
1455970,BANKSTOWN,66,91,Equipment fault
1457997,ASHFIELD,9596,40.88485542,Equipment fault
1458490,MAITLAND,194,95.05154639,Environmental
1462324,BANKSTOWN,72,929,Equipment fault
1458532,CANTERBURY,61,376,Equipment fault
1458789,SINGLETON,197,29.96446701,Equipment fault
1459315,SUTHERLAND,217,71,Environmental
1459608,SUTHERLAND,1331,81,Environmental
1461734,PORT STEPHENS,150,90.54966887,Equipment fault
1460642,GOSFORD,1208,40,Equipment fault
1464201,LAKE MACQUARIE,80,88,Environmental
1465349,RYDE,77,176,Environmental
1466862,ROCKDALE,708,49.26619718,Equipment fault
1467624,HORNSBY,16053,133,Environmental
1468035,GOSFORD,655,45.4,Environmental
1468316,WYONG,1215,60.16776316,Environmental
1469198,HORNSBY,187,59,Environmental
1469805,WYONG,106,513.6074766,Equipment fault
1471784,PITTWATER,68,661,Environmental
1471757,GOSFORD,70,1251,Equipment fault
1473689,ASHFIELD,51,48.61666667,Environmental
1473733,LAKE MACQUARIE,52,281.3666667,Environmental
1426153,STRATHFIELD,112,36,Equipment fault
1426216,NEWCASTLE,72,97.1,Equipment fault
1429225,HORNSBY,52,148.5333333,Environmental
1429996,WYONG,821,71.7088916,Environmental
1430327,SUTHERLAND,1032,52.14603482,Environmental
1431265,MUSWELLBROOK,461,11.12688172,Environmental
1438680,MUSWELLBROOK,148,145.6979866,Environmental
1438931,LAKE MACQUARIE,1555,92.29634381,Equipment fault
1441369,BANKSTOWN,66,39.53333333,Environmental
1442995,NEWCASTLE,60,122,Environmental
1444510,HORNSBY,56,250,Environmental
1446004,RYDE,57,184.3833333,Equipment fault
1446268,MOSMAN,120,164.2155556,Customer installation
1407168,MANLY,1640,163.954878,Environmental
1408429,RYDE,73,108.5833333,Equipment fault
1408712,SUTHERLAND,53,110.0833333,Environmental
1410534,BANKSTOWN,4142,97.08501375,Directed to interrupt
1410941,PORT STEPHENS,659,71,Environmental
1415092,HORNSBY,69,404.178744,Equipment fault
1416015,MARRICKVILLE,98,143.1166667,Environmental
1418437,AUBURN,757,88.85601057,Environmental
1420033,WYONG,56,90,Third party
1420068,WYONG,2691,76.52600297,Environmental
1420175,KOGARAH,75,249.6333333,Environmental
1420670,HORNSBY,631,283.858631,Environmental
1421703,HURSTVILLE,2518,84,Environmental
1422515,WYONG,14645,149.2386154,Environmental
1425600,SOUTH SYDNEY,1812,95.36479029,Equipment fault
1425838,RYDE,73,371,Environmental
1844526,SOUTH SYDNEY,740,64.62567568,Equipment fault
1844832,STRATHFIELD,51,395,Environmental
1846751,AUBURN,560,67.61785714,Equipment fault
1846848,PORT STEPHENS,401,49.43391521,Environmental
1847119,BANKSTOWN,943,97,Environmental
1847228,GOSFORD,142,97.53333333,Equipment fault
1848603,HORNSBY,71,176,Equipment fault
1850009,RANDWICK,109,185,Environmental
1852161,NORTH SYDNEY,57,33.68333333,Equipment fault
1852290,WYONG,51,57.55,Environmental
1854260,SYDNEY,684,68.17690058,Cable dig
1854396,WYONG,76,66.55,Equipment fault
1855015,PORT STEPHENS,488,297.5184426,Equipment fault
1855462,KOGARAH,95,85.96666667,Environmental
1855890,WARRINGAH,203,195.2167488,Equipment fault
1856036,CANTERBURY,1308,280.0236822,Equipment fault
1856751,MARRICKVILLE,102,139.05,Environmental
1856969,HORNSBY,236,53,Equipment fault
1857521,MANLY,378,133,Equipment fault
1859455,RANDWICK,102,147.8,Equipment fault
1860191,STRATHFIELD,95,192.7666667,Environmental
1822385,ROCKDALE,925,75.03333333,Environmental
1822505,WYONG,141,178,Equipment fault
1823642,MARRICKVILLE,1103,65.75949367,Environmental
1827810,HORNSBY,259,282.5019305,Environmental
1828723,PORT STEPHENS,917,104.2709467,Equipment fault
1830149,NEWCASTLE,130,264.4076923,Equipment fault
1831708,RYDE,92,395.5913978,Equipment fault
1833060,BANKSTOWN,110,29.56727273,Equipment fault
1834078,HURSTVILLE,53,127.8556604,Third party
1834232,KU-RING-GAI,776,60.03608247,Environmental
1834409,LAKE MACQUARIE,108,262,Equipment fault
1835212,HORNSBY,61,478.1795082,Environmental
1835913,SUTHERLAND,72,241.9333333,Environmental
1836287,MAITLAND,330,365,Environmental
1836300,MAITLAND,346,292.066474,Equipment fault
1837652,RANDWICK,93,49.25,Equipment fault
1840466,HORNSBY,100,1221.838,Equipment fault
1841570,HORNSBY,123,277.0134146,Equipment fault
1842627,WYONG,78,27.18333333,Environmental
1844147,GOSFORD,301,128.5348837,Environmental
1807068,CANTERBURY,77,70,Equipment fault
1807096,BANKSTOWN,1228,91.3376729,Equipment fault
1809903,BANKSTOWN,82,60,Environmental
1811590,ROCKDALE,876,69.57810718,Equipment fault
1812372,SOUTH SYDNEY,120,515,Equipment fault
1812436,BANKSTOWN,57,141.4666667,Environmental
1813344,BANKSTOWN,96,75,Equipment fault
1816532,WARRINGAH,1387,94.85601152,Environmental
1817463,GOSFORD,656,37,Environmental
1817711,LANE COVE,163,133,Third party
1818641,GOSFORD,2449,123.0118416,Environmental
1819784,SOUTH SYDNEY,2317,33.09106603,Equipment fault
1780283,GOSFORD,53,70,Equipment fault
1781045,WARRINGAH,1169,37,Environmental
1782817,BANKSTOWN,82,185.995935,Third party
1782994,PORT STEPHENS,110,268,Equipment fault
1783832,WAVERLEY,67,165.5731343,Equipment fault
1784639,GOSFORD,59,260,Environmental
1786478,NEWCASTLE,142,91,Equipment fault
1787873,WAVERLEY,158,96.36666667,Environmental
1788248,HORNSBY,89,121.8351648,Equipment fault
1788555,RANDWICK,62,208,Environmental
1788973,WARRINGAH,53,96.13333333,Environmental
1791248,BANKSTOWN,91,154.3166667,Equipment fault
1793092,HORNSBY,500,73.324,Equipment fault
1794571,BANKSTOWN,262,127.3053435,Equipment fault
1796223,LEICHHARDT,52,19.55,Third party
1798954,SOUTH SYDNEY,117,55,Equipment fault
1762339,BANKSTOWN,135,122,Environmental
1763647,HORNSBY,99,65,Equipment fault
1764209,SUTHERLAND,464,57.25,Equipment fault
1764584,SCONE,653,90.695586,Equipment fault
1764931,CANTERBURY,1011,77.32838773,Cable dig
1765940,SINGLETON,53,143.4814815,Equipment fault
1767287,BANKSTOWN,1800,54,Equipment fault
1768066,MUSWELLBROOK,941,70.82802548,Equipment fault
1768511,GOSFORD,866,137.4549654,Environmental
1769280,BANKSTOWN,510,54,Equipment fault
1770178,CANTERBURY,55,205,Equipment fault
1770260,ROCKDALE,94,137.5333333,Environmental
1772096,ROCKDALE,1554,125.6823151,Equipment fault
1772156,WARRINGAH,56,195.8833333,Equipment fault
1772702,RANDWICK,55,146,Equipment fault
1773248,LAKE MACQUARIE,108,85,Equipment fault
1775845,ASHFIELD,207,64,Equipment fault
1775850,HORNSBY,926,146.6468683,Equipment fault
1776124,NORTH SYDNEY,56,124.45,Equipment fault
1776342,ROCKDALE,2013,86.64548163,Equipment fault
1776621,WILLOUGHBY,75,144.4,Environmental
1776653,NEWCASTLE,76,174.8333333,Equipment fault
1776899,LAKE MACQUARIE,63,86.71666667,Environmental
1717799,AUBURN,459,66.0193133,Equipment fault
1718031,KU-RING-GAI,183,257,Equipment fault
1718034,CONCORD,74,599.9945946,Equipment fault
1718096,CANTERBURY,95,270,Environmental
1718136,WYONG,584,12,Equipment fault
1718445,SUTHERLAND,82,85,Equipment fault
1722040,HORNSBY,191,51,Environmental
1723046,LANE COVE,1693,54,Environmental
1723286,NEWCASTLE,71,339.75,Environmental
1723720,GOSFORD,1392,2.636755205,Environmental
1724246,LEICHHARDT,197,263.4314721,Third party
1724215,KU-RING-GAI,59,21,Environmental
1727729,BANKSTOWN,76,271.1666667,Equipment fault
1728990,LAKE MACQUARIE,103,62,Environmental
1732026,PORT STEPHENS,1345,183.7002967,Equipment fault
1730358,CONCORD,196,1882.229592,Equipment fault
1730428,GOSFORD,1905,91.02203568,Equipment fault
1730464,CANTERBURY,110,374.6727273,Equipment fault
1730638,MAITLAND,108,116,Environmental
1730680,BANKSTOWN,135,1071.2,Equipment fault
1731117,KU-RING-GAI,53,296,Equipment fault
1731138,BANKSTOWN,3092,141.6981254,Lightning
1731657,LAKE MACQUARIE,55,23,Environmental
1731602,HORNSBY,488,58.5,Equipment fault
1732112,CONCORD,62,115,Environmental
1733224,WYONG,576,1365.763889,Environmental
1733347,WYONG,63,95.11111111,Equipment fault
1756668,HUNTERS HILL,635,308,Equipment fault
1745892,KU-RING-GAI,56,198.6666667,Equipment fault
1746435,WARRINGAH,73,70,Environmental
1751543,STRATHFIELD,294,106.3288591,Equipment fault
1757225,AUBURN,56,15,Environmental
1751721,HORNSBY,1859,66,Equipment fault
1752098,MUSWELLBROOK,60,149.4262295,Equipment fault
1754413,LEICHHARDT,78,67.58333333,Equipment fault
1755385,LAKE MACQUARIE,1717,63.14735003,Environmental
1757839,WYONG,1218,17.99178982,Environmental
1758387,SOUTH SYDNEY,73,31.18333333,Equipment fault
1760452,MARRICKVILLE,77,123.7333333,Equipment fault
1760541,STRATHFIELD,88,757,Third party
1761711,SUTHERLAND,99,110,Equipment fault
1691617,WOOLLAHRA,144,100,Environmental
1692649,MARRICKVILLE,118,238,Third party
1695045,MERRIWA,56,126,Environmental
1695158,HORNSBY,86,150,Environmental
1696005,ROCKDALE,2133,118.4684432,Equipment fault
1696142,LAKE MACQUARIE,701,300.0584879,Environmental
1696062,SINGLETON,482,111.0559006,Equipment fault
1696312,BOTANY,11608,6,Equipment fault
1696654,KU-RING-GAI,1373,71,Equipment fault
1700026,MARRICKVILLE,138,57.85108696,Environmental
1700204,WYONG,773,51,Equipment fault
1700503,CANTERBURY,55,25,Environmental
1701356,WARRINGAH,80,169.4166667,Equipment fault
1701862,LAKE MACQUARIE,443,170,Environmental
1711002,BANKSTOWN,73,35,Operating fault
1711154,PORT STEPHENS,1340,52,Environmental
1713461,WYONG,287,14,Operating fault
1713619,CANTERBURY,58,50,Environmental
1714250,WILLOUGHBY,1105,83.21538462,Equipment fault
1714758,BANKSTOWN,1553,107.3149808,Equipment fault
1715922,MANLY,1566,78,Environmental
1715985,WILLOUGHBY,61,276.2,Equipment fault
1716741,WOOLLAHRA,76,137.3,Environmental
1716762,GOSFORD,1697,117,Equipment fault
1716838,LAKE MACQUARIE,98,15,Equipment fault
1672376,SUTHERLAND,186,205,Equipment fault
